143
6.00e12
5.5e12 3.75e12 0.000e00 -1.000e02 1.989e35 ninjasquirrel_red.gif
-5.5e12 -3.75e12 0.000e00 1.000e02 1.989e35 squirrel.gif

5.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
6.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
7.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
8.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
9.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
10.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
11.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
4.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
3.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
2.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
1.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
0.0e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
0.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
-0.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-1.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-2.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-3.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-4.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-5.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-6.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-7.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-8.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-9.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-10.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-11.0e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
5.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
6.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
7.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
8.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
9.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
10.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
11.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
4.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
3.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
2.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
1.5e12 0.000e00 1.000e05 4.737e04 1.314e17 acorn3.gif
-1.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-2.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-3.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-4.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-5.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-6.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-7.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-8.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-9.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-10.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif
-11.5e12 0.000e00 1.000e05 4.737e04 -1.314e17 acorn3.gif

5.0e12 1.0e12 1.000e05 4.737e04 1.314e17 acorn3.gif
6.0e12 1.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
7.0e12 1.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
8.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
9.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
10.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
11.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
4.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
3.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
2.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
1.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
0.0e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
0.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
-0.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-1.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn-1.gif
-2.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-3.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-4.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-5.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-6.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-7.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-8.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-9.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-10.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-11.0e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
5.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
6.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
7.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
8.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
9.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
10.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
11.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
4.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
3.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
2.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
1.5e12 01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
-1.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-2.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-3.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-4.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-5.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-6.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-7.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-8.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-9.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-10.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-11.5e12 01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif

5.0e12 -1.0e12 1.000e05 4.737e04 1.314e17 acorn3.gif
6.0e12 -1.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
7.0e12 -1.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
8.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
9.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
10.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
11.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
4.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
3.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
2.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
1.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
0.0e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
0.5e12 -01.000e12 1.000e05 4.737e04 1.314e17 acorn3.gif
-0.5e12 -01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-1.0e12 -01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-2.0e12 -01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-3.0e12 -01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
-4.0e12 -01.000e12 1.000e05 4.737e04 -1.314e17 acorn3.gif
